Source,Title,Text
CFR,Title 12. Banks and Banking,"i. During the preceding calendar year or during either of the two preceding calendar years if the application for the transaction was received before April 1 of the current calendar year, the creditor extended a first-lien covered transaction, as defined in § 1026.43(b)(1), on a property that is located in an area that is designated either “rural” or “underserved,” as defined in § 1026.35(b)(2)(iv), to satisfy the requirement of § 1026.35(b)(2)(iii)(A) (the rural-or-underserved test). Pursuant to § 1026.35(b)(2)(iv), an area is considered to be rural if it is: A county that is neither in a metropolitan statistical area, nor a micropolitan statistical area adjacent to a metropolitan statistical area, as those terms are defined by the U.S. Office of Management and Budget; a census block that is not in an urban area, as defined by the U.S. Census Bureau using the latest decennial census of the United States; or a county or a census block that has been designated as “rural” by the Bureau pursuant to the application process established in 2016. See Application Process for Designation of Rural Area under Federal Consumer Financial Law; Procedural Rule, 81 FR 11099 (Mar. 3, 2016). An area is considered to be underserved during a calendar year if, according to HMDA data for the preceding calendar year, it is a county in which no more than two creditors extended covered transactions secured by first liens on properties in the county five or more times."
CFR,Title 13. Business Credit and Assistance, The date the Administrator makes a final determination as to whether or not to implement the applicable designations in accordance with the results of the decennial census conducted after the area was initially designated as a base closure area; or
CFR,Title 13. Business Credit and Assistance,"However, if a base closure area was treated as a HUBZone at any time after 2010, it shall be treated as a HUBZone until such time as the Administratormakes a final determination as to whether or not to implement the applicable designations in accordance with the results of the 2020 decennial census."
CFR,Title 15. Commerce and Foreign Trade,"Between decennial censuses, the Census Bureau annually prepares statistical estimates of the number of people residing in states and their governmental units. In general, these estimates are developed by updating the population counts produced in the most recent decennial census with demographic components of change data and/or other indicators of population change. These rules prescribe the administrative procedure available to governmental unitsto request a challenge to the most current of these estimates."
CFR,Title 15. Commerce and Foreign Trade,"Certification process. Upon request, the Census Bureau certifies population and housing counts of standard governmental units to reflect boundary updates, including new incorporations, annexations, mergers, and so forth. The Census Bureau will produce a certificate, that is, a signed statement by a Census Bureau official attesting to the authenticity of the certified Census 2000 population and housing counts to reflect updates to the legal boundaries of governmental units after those in effect for Census 2000. This service will be a permanent process, but one that will be temporarily suspended during future decennial censuses. Typically, the Census Bureau will suspend this service, and direct its resources to the decennial census, for a total of five years - the two years preceding the decennial census, the decennial census year, and the two years following it. The Census Bureau will issue notices in the Federal Register announcing when it suspends and, in turn, resumes, the service."
CFR,Title 15. Commerce and Foreign Trade,"Description of certification types. The Census Bureau will process requests for population certificates for standard governmental units, in accordance with the Census Bureau's annual certification schedule or under an expedited certification arrangement. The boundaries for standard governmental units are regularly and customarily updated between decennial censuses by the Census Bureau's geographic support system. These governmental units include a variety of legally defined general- and special-purpose governmental units, including counties and statistically equivalent entities, minor civil divisions, incorporated places, consolidated cities, federally recognized American Indian reservations, and school districts. A complete list of entities is defined in paragraph (c) of this section."
CFR,Title 15. Commerce and Foreign Trade,"The Bureau of the Census will not recognize changes in boundaries that become effective after January 1, 2010 in taking the 2010 Decennial Census; the Bureau of the Census will enumerate the residents of any area that are transferred to another jurisdiction after that date and report them for the 2010 Census as residents of the area in which they resided on January 1, 2010. The Bureau of the Census will not recognize in the data tabulations prepared for the 2010 census changes occurring on or before January 1, 2010, but not submitted officially to the Bureau of the Census until after March 1, 2010 except as necessary to conduct decennial census operations."
CFR,Title 15. Commerce and Foreign Trade,Data from records of decennial census of population questionnaires pertaining to an individual will be released only in accordance with these rules.
CFR,Title 15. Commerce and Foreign Trade,"Requests for information from decennial census of population records (herein “Census Information”) should be made available on Form BC-600, which is available from offices at the Census Bureau in Suitland, Maryland 20233, and Jeffersonville, Indiana 47131; all county courthouses; Social Security Administration field offices; post offices; and Immigration and Naturalization Service offices. A letter request - without Form BC-600 - will be accepted only if it contains the information necessary to complete a Form BC-600. No application will be processed without payment of the required fee as set forth in 15 CFR 50.5."
CFR,Title 15. Commerce and Foreign Trade,"For the tabulation and publication of data from the 2010 Census of Population and Housing, the Bureau of the Census will recognize only those boundaries legally in effect on January 1, 2010 that have been reported officially to the Bureau of the Census no later than March 1, 2010. The Bureau of the Censusenumerates respondents on the date of the decennial census as residing within the legal limits of municipalities, county subdivisions, counties, States, and equivalent areas as those limits exist on January 1, 2010."
CFR,Title 15. Commerce and Foreign Trade,Decennial Census Program - COMMERCE/CENSUS-5;
CFR,Title 15. Commerce and Foreign Trade,Population Census Records for 1910 & All Subsequent Decennial Census - COMMERCE/CENSUS-6;
CFR,Title 23. Highways,"Transportation management area (TMA) means an urbanized area with a population over 200,000 (as determined by the latest decennial census) or other area when TMA designation is requested by the Governor and the MPO (or affected local officials), and officially designated by the Administrators of the FHWA and the FTA. The TMA designation applies to the entire metropolitan planning area(s)."
CFR,Title 23. Highways,"Latest available Federal census. The latest available Federal decennial census, except for the establishment of urban area."
CFR,Title 23. Highways,"Urban area. An area including and adjacent to a municipality or other urban place having a population of five thousand or more, as determined by the latest available published official Federal census, decennial or special, within boundaries to be fixed by a State highway department, subject to the approval of theAdministrator."
CFR,Title 23. Highways,"Transportation management area (TMA) means an urbanized area with a population over 200,000 (as determined by the latest decennial census) and designated by the Secretary of Transportation or other area when TMA designation is requested by the Governor and the MPO (or affected local officials), and officially designated by the Secretary of Transportation."
CFR,Title 23. Highways,"Urbanized area data. The State DOTs shall submit urbanized area data, including boundaries of urbanized areas, in accordance with the HPMS Field Manual for the purpose of the additional targets for urbanized and non-urbanized areas in § 490.105(e) and establishing and reporting on targets for the CMAQ Traffic Congestion measures in § 490.707. The boundaries of urbanized areas shall be identified based on the most recent U.S. Decennial Census, unless FHWA approves adjustments to the urbanized area as provided by 23 U.S.C. 101(a)(34) and these adjustments are submitted to HPMS."
CFR,Title 23. Highways,"Transportation Management Area (TMA) means an urbanized area with a population over 200,000 (as determined by the latest decennial census) or other area when TMA designation is requested by the Governor and the MPO (or affected local officials), and officially designated by the Administrators of the FHWA and the Federal Transit Administration (FTA). The TMA designation applies to the entire metropolitan planning area(s)."
CFR,Title 23. Highways,"Transportation Management Area (TMA) means an urbanized area with a population over 200,000 (as determined by the latest decennial census) or other area when TMA designation is requested by the Governor and the MPO (or affected local officials). It also must be officially designated by the Administrators of the Federal Highway Administration (FHWA) and the Federal Transit Administration (FTA). The TMA designation applies to the entire metropolitan planning area(s)."
CFR,Title 23. Highways,"Transportation Management Area (TMA) means an urbanized area with a population over 200,000 (as determined by the latest decennial census) or other area when TMA designation is requested by the Governor and the MPO (or affected local officials), and officially designated by the Administrators of the Federal Highway Administration and the Federal Transit Administration. The TMA designation applies to the entire metropolitan planning area(s)."
CFR,Title 24. Housing and Urban Development,"The sources of data for the need variables shall be data that are available and collected in a uniform manner that can be confirmed and verified for all AIAN households and persons living in an identified area. Until fiscal year 2018, the data used are 2000 U.S. Decennial Census data and any HUD-accepted Census challenges. The 2000 U.S. Decennial Census data shall be adjusted annually using IHS projections based upon birth and death rate data provided by the National Center for Health Statistics."
CFR,Title 24. Housing and Urban Development,"Beginning fiscal year 2018, the data source used to determine the AIAN persons variable described in § 1000.324(g) shall be the most recent U.S. Decennial Census data adjusted for any statistically significant undercount for AIAN population confirmed by the U.S. Census Bureau and updated annually using the U.S. Census Bureau county level Population Estimates for Native Americans. For Remote Alaska as designated by the U.S. Census Bureau, Alaska Formula Areas in Remote Alaska shall be treated as Reservation and Trust Lands, unless the U.S. Census Bureau includes Remote Alaska in their Census Coverage Measurement or comparable study. The data under this paragraph (b) shall be updated annually using the U.S. Census Bureau county level Population Estimates for Native Americans."
CFR,Title 24. Housing and Urban Development,"Yes. Provided that the data are gathered, evaluated, and presented in a manner acceptable to HUD and that the standards for acceptability are consistently applied throughout the Country."
CFR,Title 24. Housing and Urban Development,"In determining whether there is a sufficiently large percentage of low and moderate income persons residing in the area served by an activity to qualify under paragraph (a) (1) or (2) of this section, the most recently available decennial census information shall be used to the fullest extent feasible, together with the Section 8 income limits that would have applied at the time the income information was collected by the Census Bureau. Grantees that believe that the census data does not reflect current relative income levels in an area, or where census boundaries do not coincide sufficiently well with the service area of an activity, may conduct (or have conducted) a current survey of the residents of the area to determine the percent of such persons that are low and moderate income. HUD will accept information obtained through such surveys, to be used in lieu of the decennial census data, where it determines that the survey was conducted in such a manner that the results meet standards of statistical reliability that are comparable to that of the decennial census data for areas of similar size. Where there is substantial evidence that provides a clear basis to believe that the use of the decennial census data would substantially overstate the proportion of persons residing there that are low and moderate income, HUD may require that the grantee rebut such evidence in order to demonstrate compliance with section 105(c)(2) of the Act."
CFR,Title 24. Housing and Urban Development,"Source of data. The data to be used in determining the population, poverty rate, unemployment rate and household income distribution information of an area is from the 1990 Decennial Census."
CFR,Title 24. Housing and Urban Development,"In determining whether there is a sufficiently large percentage of low- and moderate-income persons residing in the area served by an activity to qualify under paragraph (a)(1) (i), (ii), or (vii) of this section, the most recently available decennial census information must be used to the fullest extent feasible, together with the section 8 income limits that would have applied at the time the income information was collected by the Census Bureau.Recipients that believe that the census data does not reflect current relative income levels in an area, or where census boundaries do not coincide sufficiently well with the service area of an activity, may conduct (or have conducted) a current survey of the residents of the area to determine the percent of such persons that are low and moderate income. HUD will accept information obtained through such surveys, to be used in lieu of the decennial census data, where it determines that the survey was conducted in such a manner that the results meet standards of statistical reliability that are comparable to that of the decennial census data for areas of similar size. Where there is substantial evidence that provides a clear basis to believe that the use of the decennial census data would substantially overstate the proportion of persons residing there that are low and moderate income, HUD may require that therecipient rebut such evidence in order to demonstrate compliance with section 105(c)(2) of the Act."
CFR,Title 24. Housing and Urban Development,It has a poverty rate of at least 20 percent as determined by the most recently available decennial census information;
CFR,Title 24. Housing and Urban Development,"It does not include any portion of a central business district, as this term is used in the most recent Census of Retail Trade, unless the tract has a poverty rate of at least 30 percent as determined by the most recently available decennial census information; and"
CFR,Title 24. Housing and Urban Development,"Need is first calculated using seven factors, where each factor is a tribe's share of the national totals for each of seven variables. The data used for the seven variables is described in § 1000.330. The person count variable is adjusted for statistically significant undercounts for reservations, trust lands and remote Alaska and for growth in population since the latest Decennial Census. The Population Cap provision in § 1000.302 Formula Area (5) is then applied. Needs data are capped if the American Indian and Alaska Native (AIAN) population counts exceed twice tribal enrollment unless a tribe can demonstrate that it serves more than twice as many non-tribal members as tribal members, in which case the cap is adjusted upward."
CFR,Title 24. Housing and Urban Development,"Whenever a new Data Source is first introduced, provision is made to moderate extreme impacts through phase down adjustments. For purposes of these adjustments, new data sources (see § 1000.331) include the initial introduction of the American Community Survey and 2010 Decennial Census in 2018, and the initial introduction of the 2020 Decennial Census when it becomes available. Tribes whose allocation under the need component decrease by more than ten percent in the first year of introduction will have that decrease moderated by subsequent adjustments, as required to prevent a drop of more than ten percent per year in the tribes' needs allocation attributable solely to the introduction of the New Data Source. After allocation adjustments are made under § 1000.331for a FY, the needs allocation of an Indian tribe whose needs allocation increased as a result of the introduction of a New Data Source under § 1000.331 shall be adjusted downward proportionate to its share of the total increase in funding resulting from the introduction of a New Data Source to keep the overall needs allocation within available appropriations."
CFR,Title 24. Housing and Urban Development,"The terms Affirmatively Furthering Fair Housing, Assessment of Fair Housing or AFH,HUD, and Secretary are defined in 24 CFR part 5. All of the following definitions in this section that rely on data from the United States Bureau of the Census shall rely upon the data available from the latest decennial census or the American Community Survey."
CFR,Title 24. Housing and Urban Development,Annual income as reported under the Census long-form for the most recent available decennial Census. This definition includes:
CFR,Title 24. Housing and Urban Development,"Urban county shall have the meaning provided in section 102(a)(6) of the Act. For the purposes of this definition, HUD will determine whether the county's combined population contains the required percentage of low- and moderate-income persons by identifying the number of persons that resided in applicable areas and units of general local government based on data from the most recent decennial census, and using income limits that would have applied for the year in which that census was taken."
CFR,Title 24. Housing and Urban Development,"The basic needs calculation uses seven weighted criteria based on population and housing data in a tribe's Formula Area or share of Formula Area if Formula Areas overlap (see § 1000.302 Formula Area and § 1000.326) to allocate the funds available for the needs component. The person count variable is adjusted for statistically significant undercounts for reservations, trust lands and remote Alaska and for changes in population since the latest Decennial Census."
CFR,Title 24. Housing and Urban Development,PER = American Indian and Alaskan Native (AIAN) persons as reported in the most recent Decennial Census.
CFR,Title 24. Housing and Urban Development,POPCHGFACTOR = the ratio of the most recent AIAN Census population estimate for county to the AIAN count for county from the Decennial Census.
CFR,Title 24. Housing and Urban Development,"The Population Cap provision in § 1000.302 Formula Area (5) is then applied. Needs data are capped if AIAN population counts exceed twice tribal enrollment unless a tribe can demonstrate that it serves more than twice as many non-tribal members as tribal members, in which case the cap is adjusted upward."
CFR,Title 24. Housing and Urban Development,"Furthermore, when the 2020 Decennial Census or other new data source is introduced, a new phase down adjustment schedule will be calculated in a similar manner as that was calculated for FY 2018."
CFR,Title 24. Housing and Urban Development,Overcrowded means households with more than 1.01 persons per room as defined by the U.S. Decennial Census.
CFR,Title 24. Housing and Urban Development,"Without kitchen or plumbing means, as defined by the U.S. Decennial Census, an occupied house without one or more of the following items:"
CFR,Title 24. Housing and Urban Development,"Poverty, as indicated by the number of persons listed as being in poverty in the 1990 Decennial Census, is widespread throughout the nominated area; or"
CFR,Title 24. Housing and Urban Development,"Before budget authority is allocated, the Assistant Secretary for Policy Development and Research shall determine the relative need for low-income housing assistance in each HUD field office jurisdiction. This determination shall be based upon data from the most recent, available decennial census and, where appropriate, upon more recent data from the Bureau of the Census or other Federal agencies, or from the American Housing Survey."
CFR,Title 24. Housing and Urban Development,"Excluding from the denominator and the numerator single-family owner-occupied units located in census tracts with median incomes less than, or equal to, area median income based on the most recent decennial census, up to a maximum of one percent of the total number of single-family owner-occupied dwelling units eligible to be counted toward the respective housing goal in the current year. Mortgage purchases with missing data in excess of the maximum will be included in the denominator and excluded from the numerator;"
CFR,Title 24. Housing and Urban Development,"Multiplying the number of rental units with missing affordability information in properties securing multifamily mortgages purchased by the GSE in each census tract by the percentage of all rental dwelling units in the respective tracts that would count toward achievement of each goal, as determined by HUD based on the most recent decennial census. For units with missing affordability information in tracts for which such methodology is not possible, such units will be excluded from the denominator as well as the numerator in calculating performance under the respective housing goal(s); or"
CFR,Title 24. Housing and Urban Development,"Multiplying the number of rental units with missing affordability information in properties securing single family mortgages purchased by the GSE in each census tract by the percentage of all rental dwelling units in the respective tracts that would count toward achievement of each goal, as determined by HUD based on the most recent decennial census. For units with missing affordability information in tracts for which such methodology is not possible, such units will be excluded from the denominator as well as the numerator in calculating performance under the respective housing goal(s); or"
CFR,Title 24. Housing and Urban Development,Annual income as reported under the Census long-form for the most recent available decennial Census. This definition includes:
CFR,Title 24. Housing and Urban Development,"In order to determine whether the housing market area has a soft rental market, the Commissioner shall consider data from the 1990 Decennial Census and the most recent available local data concerning changes in population, households, employment, the housing inventory, residential construction activity, and the current and anticipated supply/demand conditions within the overall rental market, as well as the occupancy and vacancy situation in assisted housing projects in the area, including information on waiting lists and the experience of voucher holders in finding units."
CFR,Title 24. Housing and Urban Development,It has a poverty rate of at least 20 percent as determined by the most recently available decennial census information;
CFR,Title 24. Housing and Urban Development," It does not include any portion of a central business district, as this term is used in the most recent Census of Retail Trade, unless the tract has a poverty rate of at least 30 percent as determined by the most recently available decennial census information; and"
CFR,Title 24. Housing and Urban Development,"Median rent method. In the median rent method, HUD determines the exception payment standard amount by multiplying the FMR times a fraction of which the numerator is the median gross rent of the exception area and the denominator is the median gross rent of the entire FMR area. In this method, HUD uses median gross rent data from the most recent decennial United States census, and the exception area may be any geographic entity within theFMR area (or any combination of such entities) for which median gross rent data is provided in decennial census products."
CFR,Title 24. Housing and Urban Development,"Submission of deconcentration data in the HUD-prescribed format for this indicator is mandatory for a PHA using one or more payment standard amount(s) that exceed(s) 100 percent of the published FMR set at the 50th percentile rent to provide access to a broad range of housing opportunities throughout a metropolitan area in accordance with § 888.113(c) of this title, starting with the second full PHA fiscal year following initial use of payment standard amounts based on the FMR set at the 50th percentile rent. Submission of deconcentration data for this indicator is optional for all other PHAs. Additional SEMAP points are available to PHAs that have jurisdiction in metropolitan FMR areas and that choose to submit with their SEMAP certificationscertain data, in a HUD-prescribed format, on the percent of their tenant-based Section 8 families with children who live in, and who have moved during thePHA fiscal year to, low poverty census tracts in the PHA's principal operating area. For purposes of this indicator, the PHA's principal operating area is the geographic entity for which the Census tabulates data that most closely matches the PHA's geographic jurisdiction under State or local law (e.g., city, county, metropolitan statistical area) as determined by the PHA, subject to HUD review. A low poverty census tract is defined as a census tract where the poverty rate of the tract is at or below 10 percent, or at or below the overall poverty rate for the principal operating area of the PHA, whichever is greater. The PHAdetermines the overall poverty rate for its principal operating area using the most recent available decennial Census data. Family data used for the PHA's analysis must be the same information as reported to MTCS for the PHA's tenant-based Section 8 families with children. If HUD determines that the quantity of MTCS data is insufficient for adequate analysis, HUD will not award points under this bonus indicator. Bonus points will be awarded if:"
CFR,Title 26. Internal Revenue,"However, determinations of the population of a general purpose governmental unit (other than a State, territory, or possession) within a State, territory, or possession may not be based on estimates that do not contain estimates for all of the general purpose governmental units within such State, territory, or possession. Thus, a county may not determine its population on the basis of a census estimate that does not provide an estimate of the population of the other general purpose governmental units within the State (e.g., cities, towns). If no census estimate is available for all such general purpose governmental units, the most recent decennial census of population may be relied on."
CFR,Title 26. Internal Revenue,"Mortality component. The mortality component reflects the mortality data most recently available from the United States census. As new mortality data becomes available after each decennial census, the mortality component described in this section will be revised and the revised mortality component tableswill be published in the regulations at that time. For transactions with valuation dates on or after May 1, 2009, the mortality component table (Table 2000CM) is contained in § 20.2031-7(d)(7) of this chapter. See § 20.2031-7A for mortality component tables applicable to transactions for which the valuation datefalls before May 1, 2009."
CFR,Title 26. Internal Revenue,"Mortality component. The mortality component reflects the mortality data most recently available from the United States census. As new mortality data becomes available after each decennial census, the mortality component described in this section will be revised and the revised mortality component tableswill be published in the regulations at that time. For decedent's estates with valuation dates on or after May 1, 2009, the mortality component table (Table 2000CM) is contained in § 20.2031-7(d)(7). See § 20.2031-7A for mortality component tables applicable to decedent's estates with valuation dates before May 1, 2009."
CFR,Title 26. Internal Revenue,"The determination under subdivision (i) shall be made on the basis of the most recent decennial census for which data are available. With respect to any particular bond issue, such determination may be based upon the decennial census data available 3 months prior to the date of issuance and shall not be affected by official changes to such data during or after such 3-month period."
CFR,Title 26. Internal Revenue,"Y = The total population within the State, based on the most recent decennial census for which data are available, and Z = The total population in the targeted areas located within the issuer's jurisdiction, based on the most recent decennial census for which data are available."
CFR,Title 26. Internal Revenue,"Amount of apportionment to a constitutional home rule city. The amount of the State housing credit ceiling apportioned to a constitutional homerule city for any calendar year is an amount that bears the same ratio to the State housing credit ceiling for that year as the population of the constitutional home rule city bears to the population of the entire State. The population of any constitutional home rule city for any calendar year is determined by reference to the most recent census estimate (whether final or provisional) of the resident population of the constitutional home rule city released by the Bureau of the Census before the beginning of the calendar year for which the State housing credit ceiling is apportioned. However, determinations of the population of a constitutional home rule city may not be based on Bureau of the Census estimates that do not contain estimates for all of the constitutional home rule cities within the State. If no Bureau of the Census estimate is available for all such constitutional home rule cities, the most recent decennial census of population shall be relied on. Unless otherwise prescribed by applicable revenue procedure, determinations of population for constitutional homerule cities are based on estimates of population contained in the Bureau of the Census publication, “Current Population Reports, Series P-26: Local Population Estimates”."
CFR,Title 28. Judicial Administration,"Definitions. For the purpose of determinations of coverage under section 203(c), limited-English proficient means unable to speak or understand English adequately enough to participate in the electoral process; Indian reservation means any area that is an American Indian or Alaska Native area, as defined by the Census Bureau for the purposes of the 1990 decennial census; and illiteracy means the failure to complete the fifth primary grade."
CFR,Title 29. Labor,"Section (b)(9) specifies that the “major studio” must be located “(A) in a city or town of one hundred thousand population or less according to the latest available decennial census figures as compiled by the Bureau of the Census, except where such city or town is part of a standard metropolitan statistical area, as defined and designated by the Bureau of the Budget, which has a total population in excess of one hundred thousand or (B) in a city or town of twenty-five thousand population or less, which is part of such an area but is at least 40 airline miles from the principal city in such area.” These tests may be summarized as follows:"
CFR,Title 29. Labor,"Determining the population. The population of a city or town, or of a standard metropolitan statistical area, will be determined by the latest available decennial census figures as compiled by the U.S. Bureau of the Census."
CFR,Title 29. Labor,"Section 13(b) (9) of the Act exempts from the overtime requirements of section 7, but not from the minimum wage provisions of section 6, of the Act: any employee employed as an announcer, news editor, or chief engineer by a radio or television station the major studio of which is located (A) in a city or town of one hundred thousand population or less, according to the latest available decennial census figures as compiled by the Bureau of the Census except where such city or town is part of a standard metropolitan statistical area, as defined and designated by the Bureau of the Budget, which has a total population in excess of one hundred thousand, or (B) in a city or town of twenty-five thousand population or less, which is part of such an area but is at least 40 airline miles from the principal city in such area."
